"gene","logFC","FDR","add_variable","start","end","strand"
"vnz_11835",0.24,0.02501001,"ECF42 sigma factor",2620886,2621518,"-"
"vnz_29410",0.24,0.03962656,"ECF42 sigma factor",6477844,6479436,"+"
"vnz_03710",0.24,0.04348511,"ECF42 sigma factor",891161,893263,"-"
"vnz_23285",0.24,0.08367922,"ECF42 sigma factor",5069000,5069497,"+"
"vnz_30990",0.24,0.09316396,"ECF42 sigma factor",6852027,6853208,"-"
"vnz_12955",0.24,0.1038506,"ECF42 sigma factor",2883962,2884942,"-"
"vnz_09825",0.24,0.1153331,"ECF42 sigma factor",2223156,2224601,"-"
"vnz_12485",0.24,0.1277867,"ECF42 sigma factor",2775260,2775646,"-"
"vnz_05450",0.24,0.1360807,"ECF42 sigma factor",1271786,1272376,"-"
"vnz_26825",0.24,0.1569345,"ECF42 sigma factor",5879159,5880727,"+"
"vnz_00210",0.24,0.1704611,"ECF42 sigma factor",46725,47096,"+"
"vnz_01475",0.24,0.1748595,"ECF42 sigma factor",334548,335462,"-"
"vnz_14320",0.24,0.1833055,"ECF42 sigma factor",3175243,3176364,"+"
"vnz_22285",0.24,0.19539,"ECF42 sigma factor",4862437,4863645,"-"
"vnz_21170",0.24,0.1978432,"ECF42 sigma factor",4642451,4643755,"-"
"vnz_34310",0.24,0.2129092,"ECF42 sigma factor",7614930,7617017,"+"
"vnz_36670",0.24,0.2254153,"ECF42 sigma factor",8206824,8207495,"-"
"vnz_22240",0.24,0.2648178,"ECF42 sigma factor",4854782,4855126,"+"
"vnz_18605",0.24,0.2764501,"ECF42 sigma factor",4108276,4109220,"+"
"vnz_07930",0.24,0.2980999,"ECF42 sigma factor",1807521,1808318,"-"
"vnz_23365",0.24,0.3137679,"ECF42 sigma factor",5084081,5084620,"+"
"vnz_34585",0.24,0.3377999,"ECF42 sigma factor",7674707,7675681,"+"
"vnz_29735",0.24,0.3385407,"ECF42 sigma factor",6548343,6549005,"-"
"vnz_15345",0.24,0.3404095,"ECF42 sigma factor",3423176,3423754,"+"
"vnz_02685",0.24,0.3424461,"ECF42 sigma factor",644564,648775,"-"
"vnz_25820",0.24,0.3449345,"ECF42 sigma factor",5650068,5650931,"-"
"vnz_05785",0.24,0.3561409,"ECF42 sigma factor",1335630,1336763,"-"
"vnz_35355",0.24,0.3735441,"ECF42 sigma factor",7879108,7880010,"-"
"vnz_20105",0.24,0.404182,"ECF42 sigma factor",4413117,4413656,"+"
"vnz_34940",0.24,0.4195761,"ECF42 sigma factor",7774188,7774640,"+"
"vnz_03100",0.24,0.4217838,"ECF42 sigma factor",761255,761590,"-"
"vnz_33865",0.24,0.4308003,"ECF42 sigma factor",7513725,7514984,"-"
"vnz_24375",0.24,0.4356161,"ECF42 sigma factor",5306076,5306825,"+"
"vnz_02495",0.24,0.4700388,"ECF42 sigma factor",589025,590878,"-"
"vnz_23515",0.24,0.4787762,"ECF42 sigma factor",5116660,5119104,"+"
"vnz_35795",0.24,0.5420083,"ECF42 sigma factor",7988579,7988950,"-"
"vnz_28250",0.24,0.6208519,"ECF42 sigma factor",6195779,6197725,"-"
"vnz_34630",0.24,0.5711518,"ECF42 sigma factor",7684965,7686284,"-"
"vnz_26225",0.24,0.590498,"ECF42 sigma factor",5728206,5728712,"-"
"vnz_10415",0.24,0.6165532,"ECF42 sigma factor",2311708,2312628,"+"
"vnz_21105",0.24,0.637438,"ECF42 sigma factor",4625469,4625768,"+"
"vnz_10435",0.24,0.670162,"ECF42 sigma factor",2314372,2314971,"+"
"vnz_11860",0.24,0.6713553,"ECF42 sigma factor",2627139,2627657,"-"
"vnz_29995",0.24,0.6828232,"ECF42 sigma factor",6613602,6614801,"+"
"vnz_12255",0.24,0.689752,"ECF42 sigma factor",2717544,2718011,"+"
"vnz_32575",0.24,0.7037122,"ECF42 sigma factor",7219662,7222385,"+"
"vnz_04885",0.24,0.7119935,"ECF42 sigma factor",1151338,1151532,"+"
"vnz_01200",0.24,0.7165079,"ECF42 sigma factor",266107,266958,"-"
"vnz_33240",0.24,0.7720007,"ECF42 sigma factor",7376195,7377118,"+"
"vnz_09395",0.24,0.7801198,"ECF42 sigma factor",2139782,2139985,"+"
"vnz_20775",0.23,0.00710848,"ECF42 sigma factor",4553249,4553938,"+"
"vnz_29505",0.23,0.009276211,"ECF42 sigma factor",6499909,6500589,"-"
"vnz_15360",0.23,0.01216362,"ECF42 sigma factor",3424842,3425720,"+"
"vnz_07970",0.23,0.02220944,"ECF42 sigma factor",1815794,1817305,"-"
"vnz_33675",0.23,0.03397463,"ECF42 sigma factor",7475864,7478029,"+"
"vnz_06465",0.23,0.04905415,"ECF42 sigma factor",1483222,1484304,"-"
"vnz_16210",0.23,0.05380843,"ECF42 sigma factor",3603550,3604794,"+"
"vnz_14730",0.23,0.06452153,"ECF42 sigma factor",3275770,3276522,"-"
"vnz_11850",0.23,0.06789027,"ECF42 sigma factor",2625400,2626545,"-"
"vnz_18125",0.23,0.08491949,"ECF42 sigma factor",4005511,4006848,"-"
"vnz_32795",0.23,0.1106484,"ECF42 sigma factor",7273158,7274561,"-"
"vnz_19695",0.23,0.1164098,"ECF42 sigma factor",4322897,4327309,"+"
"vnz_06350",0.23,0.1218749,"ECF42 sigma factor",1463608,1464954,"+"
"vnz_07225",0.23,0.1310068,"ECF42 sigma factor",1655966,1656691,"+"
"vnz_26370",0.23,0.1346115,"ECF42 sigma factor",5758116,5759363,"+"
"vnz_08425",0.23,0.1372059,"ECF42 sigma factor",1917068,1918420,"-"
"vnz_03050",0.23,0.1492195,"ECF42 sigma factor",741456,742874,"+"
"vnz_29000",0.23,0.1543163,"ECF42 sigma factor",6392001,6393530,"+"
"vnz_33900",0.23,0.1629335,"ECF42 sigma factor",7520666,7521373,"-"
"vnz_23900",0.23,0.1720975,"ECF42 sigma factor",5204342,5205175,"+"
"vnz_01480",0.23,0.201055,"ECF42 sigma factor",335538,335945,"-"
"vnz_19965",0.23,0.22569,"ECF42 sigma factor",4377608,4378966,"-"
"vnz_22580",0.23,0.2597108,"ECF42 sigma factor",4922356,4922727,"+"
"vnz_05695",0.23,0.2917949,"ECF42 sigma factor",1318542,1319120,"-"
"vnz_34405",0.23,0.2973496,"ECF42 sigma factor",7635786,7636778,"+"
"vnz_30935",0.23,0.3095933,"ECF42 sigma factor",6836643,6837584,"+"
"vnz_01505",0.23,0.3188475,"ECF42 sigma factor",339573,339836,"+"
"vnz_04170",0.23,0.350437,"ECF42 sigma factor",993372,994838,"+"
"vnz_02005",0.23,0.350478,"ECF42 sigma factor",449787,451667,"-"
"vnz_32235",0.23,0.3545442,"ECF42 sigma factor",7136495,7141966,"-"
"vnz_29090",0.23,0.3846683,"ECF42 sigma factor",6407833,6408288,"-"
"vnz_04580",0.23,0.3916601,"ECF42 sigma factor",1075551,1076198,"+"
"vnz_26800",0.23,0.4069519,"ECF42 sigma factor",5873623,5874921,"-"
"vnz_15420",0.23,0.4134635,"ECF42 sigma factor",3435915,3436835,"+"
"vnz_29330",0.23,0.4223589,"ECF42 sigma factor",6457225,6459573,"-"
"vnz_24520",0.23,0.4257391,"ECF42 sigma factor",5333200,5336472,"+"
"vnz_17785",0.23,0.453745,"ECF42 sigma factor",3930571,3931068,"+"
"vnz_31370",0.23,0.4843277,"ECF42 sigma factor",6941260,6942345,"+"
"vnz_15210",0.23,0.4976418,"ECF42 sigma factor",3390989,3392113,"-"
"vnz_06025",0.23,0.501378,"ECF42 sigma factor",1389189,1390550,"-"
"vnz_36275",0.23,0.5278196,"ECF42 sigma factor",8096346,8096831,"-"
"vnz_10985",0.23,0.5488158,"ECF42 sigma factor",2425349,2425753,"+"
"vnz_24295",0.23,0.5706674,"ECF42 sigma factor",5290181,5290771,"-"
"vnz_29315",0.23,0.5500679,"ECF42 sigma factor",6456225,6456422,"-"
"vnz_34950",0.23,0.5709954,"ECF42 sigma factor",7776069,7776950,"-"
"vnz_31650",0.23,0.6337057,"ECF42 sigma factor",6998525,6999565,"-"
"vnz_31255",0.23,0.6517029,"ECF42 sigma factor",6916449,6916967,"-"
"vnz_02895",0.23,0.6585469,"ECF42 sigma factor",698051,699235,"-"
"vnz_23025",0.23,0.711056,"ECF42 sigma factor",5012278,5012868,"-"
"vnz_32710",0.23,0.8040606,"ECF42 sigma factor",7251283,7253007,"+"
"vnz_22040",0.22,0.002941442,"ECF42 sigma factor",4801032,4804088,"+"
"vnz_27075",0.22,0.009729967,"ECF42 sigma factor",5936620,5938113,"+"
"vnz_19310",0.22,0.01346908,"ECF42 sigma factor",4253847,4255667,"+"
"vnz_28515",0.22,0.03017237,"ECF42 sigma factor",6264773,6265759,"-"
"vnz_27115",0.22,0.0302497,"ECF42 sigma factor",5949839,5950627,"-"
"vnz_09050",0.22,0.03040013,"ECF42 sigma factor",2063798,2064757,"+"
"vnz_19225",0.22,0.0318995,"ECF42 sigma factor",4238032,4238874,"+"
"vnz_04185",0.22,0.03203436,"ECF42 sigma factor",996583,998286,"+"
"vnz_28950",0.22,0.03906592,"ECF42 sigma factor",6381645,6382127,"+"
"vnz_10715",0.22,0.04723815,"ECF42 sigma factor",2364023,2365441,"+"
"vnz_00315",0.22,0.04811171,"ECF42 sigma factor",67709,68380,"-"
"vnz_08740",0.22,0.05079041,"ECF42 sigma factor",1992354,1993136,"+"
"vnz_32895",0.22,0.05113933,"ECF42 sigma factor",7294897,7296333,"+"
"vnz_11535",0.22,0.05423333,"ECF42 sigma factor",2551941,2552804,"+"
"vnz_33120",0.22,0.0705088,"ECF42 sigma factor",7343723,7344736,"+"
"vnz_13195",0.22,0.0837961,"ECF42 sigma factor",2929796,2930188,"-"
"vnz_32045",0.22,0.08635174,"ECF42 sigma factor",7089909,7091408,"+"
"vnz_06240",0.22,0.0871443,"ECF42 sigma factor",1440068,1441528,"-"
"vnz_31645",0.22,0.09461245,"ECF42 sigma factor",6998013,6998495,"+"
"vnz_22530",0.22,0.09710743,"ECF42 sigma factor",4913532,4914122,"+"
"vnz_31360",0.22,0.1015473,"ECF42 sigma factor",6938128,6939951,"-"
"vnz_00250",0.22,0.1093001,"ECF42 sigma factor",56161,56364,"-"
"vnz_19820",0.22,0.1336892,"ECF42 sigma factor",4346622,4348100,"+"
"vnz_26395",0.22,0.1354103,"ECF42 sigma factor",5763874,5764344,"+"
"vnz_18485",0.22,0.1480113,"ECF42 sigma factor",4082672,4083217,"+"
"vnz_20030",0.22,0.1543169,"ECF42 sigma factor",4391794,4392336,"-"
"vnz_30210",0.22,0.1567222,"ECF42 sigma factor",6659701,6660915,"+"
"vnz_00725",0.22,0.1684458,"ECF42 sigma factor",162520,163647,"+"
"vnz_11930",0.22,0.1779613,"ECF42 sigma factor",2644230,2646350,"-"
"vnz_30440",0.22,0.1901679,"ECF42 sigma factor",6716058,6717503,"+"
"vnz_25940",0.22,0.197741,"ECF42 sigma factor",5672333,5672926,"+"
"vnz_29725",0.22,0.2288993,"ECF42 sigma factor",6545478,6546461,"+"
"vnz_03255",0.22,0.2300373,"ECF42 sigma factor",794813,795328,"+"
"vnz_29005",0.22,0.2492514,"ECF42 sigma factor",6393516,6394346,"-"
"vnz_03220",0.22,0.2587537,"ECF42 sigma factor",786299,788191,"-"
"vnz_02800",0.22,0.2596158,"ECF42 sigma factor",676552,677799,"-"
"vnz_24580",0.22,0.2698487,"ECF42 sigma factor",5352145,5352735,"-"
"vnz_30465",0.22,0.2904323,"ECF42 sigma factor",6722349,6722864,"-"
"vnz_31325",0.22,0.2938507,"ECF42 sigma factor",6932335,6932640,"+"
"vnz_25150",0.22,0.3110363,"ECF42 sigma factor",5476523,5477416,"-"
"vnz_05700",0.22,0.3248525,"ECF42 sigma factor",1319178,1319687,"+"
"vnz_20150",0.22,0.327182,"ECF42 sigma factor",4420408,4423869,"+"
"vnz_32525",0.22,0.3497296,"ECF42 sigma factor",7203625,7204977,"-"
"vnz_00365",0.22,0.3613744,"ECF42 sigma factor",79426,80043,"+"
"vnz_08345",0.22,0.3765629,"ECF42 sigma factor",1902434,1903672,"-"
"vnz_00905",0.22,0.3837426,"ECF42 sigma factor",204054,204761,"+"
"vnz_20340",0.22,0.4168718,"ECF42 sigma factor",4457441,4459708,"-"
"vnz_25010",0.22,0.4709346,"ECF42 sigma factor",5442656,5443339,"+"
"vnz_16845",0.22,0.4768697,"ECF42 sigma factor",3740881,3741147,"-"
"vnz_25350",0.22,0.4812129,"ECF42 sigma factor",5533837,5535297,"-"
"vnz_04630",0.22,0.5704465,"ECF42 sigma factor",1084055,1085554,"-"
"vnz_23475",0.22,0.6482636,"ECF42 sigma factor",5107586,5108293,"-"
"vnz_08250",0.22,0.598446,"ECF42 sigma factor",1884477,1885472,"+"
"vnz_33790",0.22,0.624518,"ECF42 sigma factor",7501410,7501658,"+"
"vnz_10990",0.22,0.6403184,"ECF42 sigma factor",2425795,2426472,"+"
"vnz_29055",0.22,0.6483312,"ECF42 sigma factor",6402846,6403877,"-"
"vnz_23505",0.22,0.66115,"ECF42 sigma factor",5115302,5116132,"-"
"vnz_03435",0.22,0.661794,"ECF42 sigma factor",829042,829236,"+"
"vnz_06780",0.22,0.678851,"ECF42 sigma factor",1556701,1557246,"-"
"vnz_13295",0.22,0.6839075,"ECF42 sigma factor",2955002,2955841,"-"
"vnz_12180",0.22,0.7233608,"ECF42 sigma factor",2704649,2704915,"-"
"vnz_25330",0.22,0.7374381,"ECF42 sigma factor",5529221,5529826,"+"
"vnz_28210",0.22,0.7589816,"ECF42 sigma factor",6188720,6189169,"-"
"vnz_20135",0.22,0.8225055,"ECF42 sigma factor",4417954,4418205,"+"
"vnz_24020",0.21,0.02110223,"ECF42 sigma factor",5231678,5233654,"+"
"vnz_08940",0.21,0.02221964,"ECF42 sigma factor",2037028,2037306,"-"
"vnz_03070",0.21,0.02349257,"ECF42 sigma factor",752411,756721,"-"
"vnz_07875",0.21,0.02363504,"ECF42 sigma factor",1799251,1799607,"-"
"vnz_09345",0.21,0.03431745,"ECF42 sigma factor",2130391,2131725,"-"
"vnz_12745",0.21,0.03585936,"ECF42 sigma factor",2839347,2839973,"+"
"vnz_13365",0.21,0.04184928,"ECF42 sigma factor",2971563,2972102,"-"
"vnz_04095",0.21,0.05077895,"ECF42 sigma factor",973636,974655,"+"
"vnz_19065",0.21,0.05406927,"ECF42 sigma factor",4195957,4196904,"+"
"vnz_16850",0.21,0.06521755,"ECF42 sigma factor",3741239,3742429,"+"
"vnz_09685",0.21,0.06801585,"ECF42 sigma factor",2197089,2197442,"-"
"vnz_25630",0.21,0.06866495,"ECF42 sigma factor",5601322,5602287,"+"
"vnz_01585",0.21,0.08970921,"ECF42 sigma factor",361768,362913,"-"
"vnz_11785",0.21,0.0906572,"ECF42 sigma factor",2610292,2610486,"-"
"vnz_12575",0.21,0.09526182,"ECF42 sigma factor",2798699,2799559,"+"
"vnz_07745",0.21,0.1128804,"ECF42 sigma factor",1764429,1767380,"-"
"vnz_25585",0.21,0.1264597,"ECF42 sigma factor",5588599,5589528,"+"
"vnz_18160",0.21,0.1360544,"ECF42 sigma factor",4013365,4014618,"+"
"vnz_06050",0.21,0.15369,"ECF42 sigma factor",1394933,1395145,"-"
"vnz_07565",0.21,0.166593,"ECF42 sigma factor",1730324,1730809,"+"
"vnz_10855",0.21,0.1759238,"ECF42 sigma factor",2393955,2394344,"+"
"vnz_05455",0.21,0.1794952,"ECF42 sigma factor",1272376,1273290,"-"
"vnz_09975",0.21,0.1850569,"ECF42 sigma factor",2252139,2253602,"-"
"vnz_24255",0.21,0.1865314,"ECF42 sigma factor",5283325,5283582,"-"
"vnz_00110",0.21,0.1891854,"ECF42 sigma factor",20980,21546,"+"
"vnz_16415",0.21,0.1899909,"ECF42 sigma factor",3651343,3653715,"+"
"vnz_33615",0.21,0.202363,"ECF42 sigma factor",7465801,7466304,"-"
"vnz_20815",0.21,0.2124539,"ECF42 sigma factor",4560036,4560686,"-"
"vnz_00215",0.21,0.2354486,"ECF42 sigma factor",47146,48159,"+"
"vnz_00485",0.21,0.2443523,"ECF42 sigma factor",109373,109711,"+"
"vnz_15225",0.21,0.2526149,"ECF42 sigma factor",3394070,3395287,"-"
"vnz_24585",0.21,0.2834105,"ECF42 sigma factor",5352792,5353403,"-"
"vnz_18760",0.21,0.3035398,"ECF42 sigma factor",4135412,4136701,"+"
"vnz_06145",0.21,0.3071928,"ECF42 sigma factor",1419957,1423013,"-"
"vnz_02855",0.21,0.3073802,"ECF42 sigma factor",686956,687705,"+"
"vnz_16190",0.21,0.353872,"ECF42 sigma factor",3599037,3601217,"+"
"vnz_30505",0.21,0.3661605,"ECF42 sigma factor",6731821,6732591,"-"
"vnz_05765",0.21,0.4370983,"ECF42 sigma factor",1332304,1332753,"-"
"vnz_20920",0.21,0.4411803,"ECF42 sigma factor",4581655,4582704,"+"
"vnz_01530",0.21,0.4779618,"ECF42 sigma factor",348234,348932,"-"
"vnz_31245",0.21,0.5724056,"ECF42 sigma factor",6915227,6915454,"+"
"vnz_30810",0.21,0.5786352,"ECF42 sigma factor",6797263,6798006,"+"
"vnz_32055",0.21,0.6025299,"ECF42 sigma factor",7092516,7095875,"-"
"vnz_35715",0.21,0.6058766,"ECF42 sigma factor",7967180,7967869,"-"
"vnz_24880",0.21,0.6909557,"ECF42 sigma factor",5415857,5416606,"-"
"vnz_36285",0.21,0.7391548,"ECF42 sigma factor",8099123,8100547,"-"
"vnz_03215",0.21,0.739824,"ECF42 sigma factor",784850,786217,"+"
"vnz_35035",0.21,0.7768917,"ECF42 sigma factor",7794030,7795442,"+"
"vnz_07170",0.21,0.7929077,"ECF42 sigma factor",1644612,1644986,"-"
"vnz_00330",0.21,0.8001007,"ECF42 sigma factor",71416,72684,"-"
"vnz_02365",0.21,0.8364243,"ECF42 sigma factor",547977,549437,"+"
"vnz_24200",0.21,0.8369832,"ECF42 sigma factor",5269162,5269917,"+"
"vnz_14885",0.2,0.004890389,"ECF42 sigma factor",3311752,3313011,"-"
"vnz_11840",0.2,0.007567686,"ECF42 sigma factor",2621666,2624215,"+"
"vnz_11890",0.2,0.01298171,"ECF42 sigma factor",2634641,2637223,"+"
"vnz_26850",0.2,0.02559779,"ECF42 sigma factor",5884723,5885289,"+"
"vnz_09480",0.2,0.02855747,"ECF42 sigma factor",2154684,2156441,"+"
"vnz_12195",0.2,0.0307833,"ECF42 sigma factor",2706795,2707364,"-"
"vnz_09170",0.2,0.03610938,"ECF42 sigma factor",2085836,2086756,"-"
"vnz_23095",0.2,0.0430478,"ECF42 sigma factor",5028529,5029962,"+"
"vnz_20215",0.2,0.06174898,"ECF42 sigma factor",4435821,4436483,"-"
"vnz_22635",0.2,0.06967007,"ECF42 sigma factor",4931068,4932504,"-"
"vnz_17600",0.2,0.07010188,"ECF42 sigma factor",3889529,3891067,"+"
"vnz_31660",0.2,0.0738257,"ECF42 sigma factor",7000376,7001191,"+"
"vnz_09550",0.2,0.1222096,"ECF42 sigma factor",2172082,2172321,"-"
"vnz_34475",0.2,0.12316,"ECF42 sigma factor",7649961,7651790,"-"
"vnz_03685",0.2,0.1300351,"ECF42 sigma factor",885379,885819,"-"
"vnz_05750",0.2,0.1309573,"ECF42 sigma factor",1329970,1330374,"+"
"vnz_28510",0.2,0.1383015,"ECF42 sigma factor",6263994,6264776,"-"
"vnz_29350",0.2,0.1508547,"ECF42 sigma factor",6462218,6463612,"+"
"vnz_23150",0.2,0.1782376,"ECF42 sigma factor",5039888,5040544,"+"
"vnz_34440",0.2,0.1814249,"ECF42 sigma factor",7643089,7643889,"-"
"vnz_02230",0.2,0.1851145,"ECF42 sigma factor",509703,511196,"+"
"vnz_26950",0.2,0.1858415,"ECF42 sigma factor",5907447,5908376,"+"
"vnz_16140",0.2,0.193704,"ECF42 sigma factor",3589473,3589685,"-"
"vnz_18070",0.2,0.2053132,"ECF42 sigma factor",3994183,3995265,"-"
"vnz_25115",0.2,0.2176135,"ECF42 sigma factor",5468221,5469012,"-"
"vnz_04595",0.2,0.2216427,"ECF42 sigma factor",1078744,1079277,"-"
"vnz_31330",0.2,0.2219206,"ECF42 sigma factor",6932718,6933452,"+"
"vnz_26115",0.2,0.233059,"ECF42 sigma factor",5707356,5707694,"+"
"vnz_30290",0.2,0.2407859,"ECF42 sigma factor",6678961,6682692,"+"
"vnz_16525",0.2,0.2483693,"ECF42 sigma factor",3675354,3675701,"-"
"vnz_30305",0.2,0.2519258,"ECF42 sigma factor",6684951,6687203,"-"
"vnz_31310",0.2,0.2540592,"ECF42 sigma factor",6929530,6930738,"-"
"vnz_15885",0.2,0.2573078,"ECF42 sigma factor",3540006,3540596,"+"
"vnz_13650",0.2,0.2688893,"ECF42 sigma factor",3048356,3048865,"+"
"vnz_10105",0.2,0.2797534,"ECF42 sigma factor",2278643,2279164,"-"
"vnz_23935",0.2,0.2798922,"ECF42 sigma factor",5214484,5214852,"+"
"vnz_26385",0.2,0.2914931,"ECF42 sigma factor",5761499,5762293,"+"
"vnz_30720",0.2,0.3146462,"ECF42 sigma factor",6780782,6781132,"+"
"vnz_24695",0.2,0.3179256,"ECF42 sigma factor",5376759,5378039,"-"
"vnz_24035",0.2,0.3538604,"ECF42 sigma factor",5234482,5235933,"+"
"vnz_00115",0.2,0.3918314,"ECF42 sigma factor",21619,22425,"-"
"vnz_05975",0.2,0.4125558,"ECF42 sigma factor",1378621,1379973,"-"
"vnz_35240",0.2,0.4161524,"ECF42 sigma factor",7848088,7848795,"-"
"vnz_29295",0.2,0.441157,"ECF42 sigma factor",6453853,6454071,"+"
"vnz_12260",0.2,0.4416157,"ECF42 sigma factor",2718163,2719500,"-"
"vnz_10530",0.2,0.4592209,"ECF42 sigma factor",2331934,2334165,"+"
"vnz_30455",0.2,0.4765441,"ECF42 sigma factor",6719994,6721397,"+"
"vnz_22870",0.2,0.5324933,"ECF42 sigma factor",4982472,4982879,"-"
"vnz_06600",0.2,0.5609812,"ECF42 sigma factor",1513086,1513595,"-"
"vnz_09100",0.2,0.5764363,"ECF42 sigma factor",2072844,2074382,"-"
"vnz_16960",0.2,0.6192626,"ECF42 sigma factor",3763504,3764046,"-"
"vnz_01885",0.2,0.6111702,"ECF42 sigma factor",424204,424869,"-"
"vnz_01635",0.2,0.6568134,"ECF42 sigma factor",372655,372954,"-"
"vnz_29825",0.2,0.7338952,"ECF42 sigma factor",6568824,6569339,"+"
"vnz_31335",0.2,0.7485065,"ECF42 sigma factor",6933566,6934447,"-"
"vnz_02960",0.2,0.7834763,"ECF42 sigma factor",719226,720353,"+"
"vnz_18960",0.19,0.006435714,"ECF42 sigma factor",4171793,4175731,"-"
"vnz_13460",0.19,0.0196426,"ECF42 sigma factor",2996504,3001471,"-"
"vnz_11990",0.19,0.02359278,"ECF42 sigma factor",2660747,2661784,"+"
"vnz_18525",0.19,0.02555643,"ECF42 sigma factor",4092385,4092750,"+"
"vnz_25725",0.19,0.03275457,"ECF42 sigma factor",5624243,5625331,"+"
"vnz_10665",0.19,0.0344182,"ECF42 sigma factor",2352969,2353544,"-"
"vnz_21920",0.19,0.04062876,"ECF42 sigma factor",4773488,4774675,"-"
"vnz_28230",0.19,0.04092334,"ECF42 sigma factor",6191790,6193094,"+"
"vnz_08980",0.19,0.04210903,"ECF42 sigma factor",2043899,2045677,"+"
"vnz_11350",0.19,0.04453693,"ECF42 sigma factor",2506162,2506515,"-"
"vnz_13715",0.19,0.04546365,"ECF42 sigma factor",3064762,3066045,"+"
"vnz_22795",0.19,0.05361205,"ECF42 sigma factor",4966657,4967811,"+"
"vnz_03690",0.19,0.05780662,"ECF42 sigma factor",885861,887192,"-"
"vnz_16880",0.19,0.05991691,"ECF42 sigma factor",3748233,3748706,"+"
"vnz_05715",0.19,0.06697631,"ECF42 sigma factor",1322052,1322582,"-"
"vnz_26845",0.19,0.06834726,"ECF42 sigma factor",5883582,5884718,"+"
"vnz_04570",0.19,0.08999081,"ECF42 sigma factor",1073466,1074800,"-"
"vnz_13215",0.19,0.09156824,"ECF42 sigma factor",2932218,2932889,"-"
"vnz_03555",0.19,0.09309187,"ECF42 sigma factor",851620,852624,"+"
"vnz_07545",0.19,0.1045305,"ECF42 sigma factor",1724227,1725681,"-"
"vnz_17425",0.19,0.1155694,"ECF42 sigma factor",3845991,3847322,"-"
"vnz_26130",0.19,0.119626,"ECF42 sigma factor",5712120,5714042,"+"
"vnz_10595",0.19,0.1248426,"ECF42 sigma factor",2340767,2341183,"+"
"vnz_36445",0.19,0.1380947,"ECF42 sigma factor",8149409,8151394,"-"
"vnz_31480",0.19,0.1418063,"ECF42 sigma factor",6966243,6966524,"+"
"vnz_03065",0.19,0.1422048,"ECF42 sigma factor",751781,752314,"+"
"vnz_26435",0.19,0.1434638,"ECF42 sigma factor",5774430,5775875,"+"
"vnz_29765",0.19,0.1563711,"ECF42 sigma factor",6552960,6553685,"-"
"vnz_23750",0.19,0.1941812,"ECF42 sigma factor",5165864,5166991,"-"
"vnz_03115",0.19,0.1990214,"ECF42 sigma factor",765302,767368,"-"
"vnz_00855",0.19,0.199685,"ECF42 sigma factor",191088,192260,"-"
"vnz_17500",0.19,0.2169123,"ECF42 sigma factor",3863428,3863886,"+"
"vnz_22425",0.19,0.2423847,"ECF42 sigma factor",4889603,4890169,"+"
"vnz_24355",0.19,0.2992571,"ECF42 sigma factor",5299064,5299588,"-"
"vnz_02760",0.19,0.3095517,"ECF42 sigma factor",665481,666971,"+"
"vnz_12355",0.19,0.3455058,"ECF42 sigma factor",2742773,2744644,"-"
"vnz_33610",0.19,0.3579717,"ECF42 sigma factor",7464575,7465783,"+"
"vnz_17310",0.19,0.3618098,"ECF42 sigma factor",3822780,3824387,"+"
"vnz_26310",0.19,0.3696022,"ECF42 sigma factor",5746916,5748082,"+"
"vnz_10025",0.19,0.3792025,"ECF42 sigma factor",2264514,2265611,"+"
"vnz_32675",0.19,0.4060451,"ECF42 sigma factor",7241061,7242806,"-"
"vnz_32360",0.19,0.44621,"ECF42 sigma factor",7168061,7168654,"-"
"vnz_30950",0.19,0.4622343,"ECF42 sigma factor",6841723,6842502,"+"
"vnz_34835",0.19,0.4624704,"ECF42 sigma factor",7748265,7749203,"-"
"vnz_14300",0.19,0.4833598,"ECF42 sigma factor",3171275,3172261,"-"
"vnz_02690",0.19,0.4873437,"ECF42 sigma factor",648795,649190,"+"
"vnz_13160",0.19,0.4914805,"ECF42 sigma factor",2923188,2923655,"+"
"vnz_30260",0.19,0.4929252,"ECF42 sigma factor",6669493,6670761,"-"
"vnz_27245",0.19,0.4976096,"ECF42 sigma factor",5982170,5983762,"+"
"vnz_06340",0.19,0.5802342,"ECF42 sigma factor",1460711,1461958,"+"
"vnz_30480",0.19,0.5949745,"ECF42 sigma factor",6725922,6726185,"+"
"vnz_17430",0.19,0.5975806,"ECF42 sigma factor",3847408,3848205,"+"
"vnz_27650",0.19,0.6412465,"ECF42 sigma factor",6085264,6086547,"-"
"vnz_15520",0.19,0.6791193,"ECF42 sigma factor",3456688,3457545,"+"
"vnz_01280",0.19,0.6876139,"ECF42 sigma factor",283605,285791,"+"
"vnz_33770",0.19,0.7017924,"ECF42 sigma factor",7498606,7499583,"-"
"vnz_32065",0.19,0.6035734,"ECF42 sigma factor",7100204,7100569,"-"
"vnz_10505",0.19,0.6423201,"ECF42 sigma factor",2325676,2326077,"+"
"vnz_02140",0.19,0.7043421,"ECF42 sigma factor",484957,488190,"-"
"vnz_06925",0.19,0.7400313,"ECF42 sigma factor",1586688,1588202,"-"
"vnz_25710",0.19,0.7425587,"ECF42 sigma factor",5620453,5621463,"-"
"vnz_35350",0.19,0.7705949,"ECF42 sigma factor",7878019,7879104,"-"
"vnz_22650",0.19,0.8056384,"ECF42 sigma factor",4935163,4935810,"+"
