"gene","logFC","FDR","add_variable","start","end","strand"
"vnz_19990",2.74198379817762,0.000632296158972893,"del13-del20",4384175,4384378,"+"
"vnz_32100",-2.51847642998026,0.000636593306731199,"del13-del20",7111202,7112422,"+"
"vnz_10045",1.90051487640702,0.000636593306731199,"del13-del20",2268094,2268900,"-"
"vnz_09850",1.96070212626031,0.000640264561629951,"del13-del20",2229960,2231690,"+"
"vnz_34760",-2.46220797853454,0.000642387011517591,"del13-del20",7717214,7718938,"+"
"vnz_29530",2.01702642390253,0.000644596850629408,"del13-del20",6504835,6505473,"+"
"vnz_09355",-2.03979819696111,0.000645731671591183,"del13-del20",2134755,2135888,"-"
"vnz_26360",2.72562210997339,0.000653289852373567,"del13-del20",5755826,5756377,"-"
"vnz_21600",2.04283932640178,0.000661201626126793,"del13-del20",4724060,4724431,"+"
"vnz_18160",-1.93714121012332,0.000661201626126793,"del13-del20",4013365,4014618,"+"
"vnz_24770",2.30889644336596,0.000669636518217281,"del13-del20",5395686,5395907,"+"
"vnz_21085",-3.20248569248363,0.000671779126794274,"del13-del20",4620233,4622716,"+"
"vnz_21510",-2.30816397992799,0.000672297780981553,"del13-del20",4708978,4710123,"-"
"vnz_01290",-1.92080356525178,0.000672297780981553,"del13-del20",286284,286784,"-"
"vnz_17730",-4.43315759993273,0.000672297780981553,"del13-del20",3919529,3920689,"-"
"vnz_27885",4.56533812081265,0.000676391929957025,"del13-del20",6126112,6126819,"+"
"vnz_05245",2.69863749780523,0.000679045194501655,"del13-del20",1227091,1227927,"-"
"vnz_12200",-1.7835944316743,0.000681104724003233,"del13-del20",2707376,2707819,"-"
"vnz_36515",-1.78941401649198,0.000683365923212045,"del13-del20",8165787,8166365,"+"
"vnz_07475",2.29758439831456,0.000688298525037606,"del13-del20",1707641,1708024,"+"
"vnz_19515",1.94016437135007,0.000688778543013242,"del13-del20",4290081,4291130,"-"
"vnz_02360",-2.61333169195621,0.000696520336165806,"del13-del20",546224,547939,"+"
"vnz_36360",-2.32747670765681,0.000700285473666305,"del13-del20",8113201,8114424,"+"
"vnz_18705",1.77804989773192,0.000701872622159124,"del13-del20",4124625,4125317,"-"
"vnz_28050",2.1593416201198,0.000703535974493712,"del13-del20",6157691,6158944,"-"
"vnz_12120",2.13515960191163,0.000712481982513726,"del13-del20",2693722,2695122,"-"
"vnz_05710",4.93299708350109,0.000712481982513726,"del13-del20",1321281,1321997,"+"
"vnz_24840",2.20525781536726,0.000713459773446755,"del13-del20",5408168,5409610,"+"
"vnz_24810",2.15883594141943,0.000713459773446755,"del13-del20",5402948,5403757,"+"
"vnz_06095",3.44504440880763,0.000714100950041383,"del13-del20",1404096,1405676,"-"
"vnz_21000",-1.70837138137751,0.000722906974713044,"del13-del20",4604981,4605487,"-"
"vnz_14710",1.80962849672157,0.000730291232093681,"del13-del20",3272158,3272775,"+"
"vnz_07795",-2.3788034293932,0.000735484395135086,"del13-del20",1776569,1779661,"-"
"vnz_11980",2.16271555078739,0.000750770108446115,"del13-del20",2658062,2659045,"+"
"vnz_08170",1.95955207201863,0.000752201553747364,"del13-del20",1864036,1865742,"-"
"vnz_01590",-3.07456268319731,0.000758331683533453,"del13-del20",363100,364290,"+"
"vnz_28005",2.35241192946656,0.000758411624627194,"del13-del20",6147858,6148910,"-"
"vnz_21105",-3.30853288290332,0.000759448817679393,"del13-del20",4625469,4625768,"+"
"vnz_36315",-1.76971097445509,0.000762176081182651,"del13-del20",8106131,8106907,"+"
"vnz_22320",-2.11607193376844,0.000767456265080477,"del13-del20",4869366,4870742,"-"
"vnz_31570",-1.77849017858644,0.000777488556533574,"del13-del20",6982374,6983225,"-"
"vnz_26185",1.90628138114641,0.000778167825069156,"del13-del20",5721485,5722258,"+"
"vnz_19730",3.03621586152848,0.000778167825069156,"del13-del20",4330523,4330996,"-"
"vnz_24900",-1.88147661447306,0.000783857275362173,"del13-del20",5419247,5419570,"+"
"vnz_10770",2.50432092542032,0.000783857275362173,"del13-del20",2375500,2376675,"-"
"vnz_03100",-2.64554006793755,0.000801271076491498,"del13-del20",761255,761590,"-"
"vnz_03110",-1.83697692997849,0.000824913845757108,"del13-del20",763745,765211,"-"
"vnz_13505",-2.26210823009605,0.000826526575572856,"del13-del20",3010521,3011252,"-"
"vnz_33025",-2.47801668429218,0.000837702677188411,"del13-del20",7329833,7330528,"+"
"vnz_07240",-1.84853015583513,0.000847694360519283,"del13-del20",1658057,1658875,"+"
"vnz_28510",2.40933432170687,0.000848483808890775,"del13-del20",6263994,6264776,"-"
"vnz_01050",4.05489950386758,0.000850370491314567,"del13-del20",235213,236646,"-"
"vnz_11595",2.06792462110954,0.000850370491314567,"del13-del20",2562349,2563485,"-"
"vnz_00240",-2.323061219303,0.000856508170907962,"del13-del20",54125,54952,"-"
"vnz_14700",2.04524389950624,0.000863431237781472,"del13-del20",3270310,3271092,"-"
"vnz_23615",2.1020866916357,0.000863431237781472,"del13-del20",5142691,5143110,"-"
"vnz_29860",-2.123004698912,0.000864249947647891,"del13-del20",6575336,6576700,"+"
"vnz_20155",2.75431454897338,0.00086697959773952,"del13-del20",4423866,4424726,"+"
"vnz_34315",-2.25027395917837,0.00086697959773952,"del13-del20",7617073,7618314,"+"
"vnz_05130",-2.17386482817378,0.000869732955851583,"del13-del20",1204169,1204504,"-"
"vnz_29650",-2.03020021326886,0.000869732955851583,"del13-del20",6529302,6529916,"-"
"vnz_03115",-1.81070550302735,0.000891011900481556,"del13-del20",765302,767368,"-"
"vnz_08925",1.7317281455945,0.000891366785658689,"del13-del20",2031647,2034775,"-"
"vnz_17425",1.92558242094445,0.000898949949261715,"del13-del20",3845991,3847322,"-"
"vnz_35460",-2.20608578791002,0.000901568843378609,"del13-del20",7904284,7906209,"-"
"vnz_33035",-3.71293205790821,0.000905531773235411,"del13-del20",7331502,7331753,"-"
"vnz_32505",4.27259807884562,0.000916988432933339,"del13-del20",7199571,7200056,"+"
"vnz_05455",2.63118565840385,0.000922530220430726,"del13-del20",1272376,1273290,"-"
"vnz_07385",-1.86791975165264,0.000928138676652841,"del13-del20",1688681,1689766,"-"
"vnz_12915",1.85037619385941,0.000928138676652841,"del13-del20",2875450,2876016,"-"
"vnz_18110",1.91027986519619,0.00093327471854389,"del13-del20",4004079,4004669,"+"
"vnz_03835",2.62279813225168,0.000940081640769339,"del13-del20",924412,925176,"-"
"vnz_05040",-2.40546677896048,0.000957423955958829,"del13-del20",1183024,1183620,"-"
"vnz_31215",1.88575255277284,0.00097500558893053,"del13-del20",6909939,6910829,"+"
"vnz_31030",-2.02259828692947,0.000989403260892483,"del13-del20",6860088,6860291,"+"
"vnz_35705",-2.10399366052651,0.000990423510806319,"del13-del20",7965875,7966921,"-"
"vnz_16640",1.6101773161452,0.000993216647197404,"del13-del20",3697792,3698589,"-"
"vnz_20130",2.34369027997004,0.000993489856883786,"del13-del20",4417498,4417941,"+"
"vnz_10510",-1.94760777089478,0.00100836788864786,"del13-del20",2326147,2326731,"+"
"vnz_30980",-2.64482748763077,0.00101240918144313,"del13-del20",6850134,6850946,"-"
"vnz_08980",-1.64304594131777,0.00101457529784964,"del13-del20",2043899,2045677,"+"
"vnz_26030",1.8750729910211,0.00102394773196866,"del13-del20",5687898,5688551,"+"
"vnz_14360",3.11127360717461,0.00102947256694283,"del13-del20",3190974,3191312,"-"
"vnz_35840",-2.04070557753389,0.00103118497875484,"del13-del20",8000095,8000529,"-"
"vnz_36015",1.77730512538517,0.00103431851688459,"del13-del20",8035065,8035580,"-"
"vnz_35415",-2.88303759303611,0.00105058508880491,"del13-del20",7892248,7893273,"-"
"vnz_20075",1.98255618146751,0.00105518604029172,"del13-del20",4400739,4408097,"+"
"vnz_34750",-2.7077272306136,0.00107962121764336,"del13-del20",7715267,7716319,"-"
"vnz_14620",-2.11850732102504,0.00108183017064559,"del13-del20",3253605,3254474,"-"
"vnz_11170",-1.99015292691459,0.00109152621620221,"del13-del20",2465537,2465950,"-"
"vnz_02380",-1.75457204684633,0.00109389234231048,"del13-del20",551566,552615,"+"
"vnz_23835",2.51762138692527,0.00111223415281009,"del13-del20",5184039,5185013,"+"
"vnz_15425",-1.90091128758987,0.00112264742598043,"del13-del20",3436925,3438985,"+"
"vnz_08725",1.66975825751614,0.00112394976383214,"del13-del20",1989493,1990164,"-"
"vnz_11510",1.70151064189722,0.00112394976383214,"del13-del20",2545381,2548266,"-"
"vnz_21445",1.86418303996555,0.00112632278338538,"del13-del20",4693740,4694174,"+"
"vnz_22025",-2.5882539894877,0.001146166453357,"del13-del20",4794934,4796175,"-"
"vnz_21975",1.70671432332321,0.00115253657374872,"del13-del20",4783849,4784946,"-"
"vnz_22295",-3.31266704330873,0.00116845640804795,"del13-del20",4865249,4866049,"-"
"vnz_36095",-1.8992844504332,0.00118117377294434,"del13-del20",8048456,8049745,"+"
"vnz_03095",-2.56163624033702,0.00119002645765717,"del13-del20",760992,761258,"-"
"vnz_35090",-1.75439081030266,0.00120803910769132,"del13-del20",7807886,7808539,"+"
"vnz_00330",-2.6693447400657,0.00121127237753695,"del13-del20",71416,72684,"-"
"vnz_36080",-1.91066518380455,0.00121127237753695,"del13-del20",8046272,8047036,"+"
"vnz_22270",1.90125510997526,0.00121127237753695,"del13-del20",4860140,4860433,"+"
"vnz_14450",-1.85167247516591,0.00121141029082705,"del13-del20",3212286,3213203,"-"
"vnz_29325",-2.73430879690596,0.00121986692781179,"del13-del20",6456808,6457005,"+"
"vnz_14230",-1.65775957411202,0.00122215962853572,"del13-del20",3154950,3156329,"-"
"vnz_16880",1.75783516625198,0.00122985475636538,"del13-del20",3748233,3748706,"+"
"vnz_36050",-2.84767698232848,0.00123515015339496,"del13-del20",8040524,8041132,"+"
"vnz_14535",2.32582623851054,0.00123515015339496,"del13-del20",3231467,3233110,"+"
"vnz_01015",-1.91655240852892,0.00123585785817687,"del13-del20",227918,229297,"+"
"vnz_29420",1.82146795542054,0.00128022715826068,"del13-del20",6480597,6482294,"-"
"vnz_35410",-2.60023162320861,0.00128372134071527,"del13-del20",7890980,7892260,"-"
"vnz_17435",-1.96232138726017,0.00129612139487767,"del13-del20",3848243,3848677,"+"
"vnz_07555",2.67840047495208,0.00130147728907686,"del13-del20",1727669,1729531,"+"
"vnz_29795",2.99268786411238,0.00130416576437551,"del13-del20",6560604,6561806,"-"
"vnz_26235",2.37025770422201,0.00131383954807642,"del13-del20",5729968,5730804,"+"
"vnz_04840",2.03264052632634,0.00132110080851371,"del13-del20",1139060,1139839,"+"
"vnz_07330",1.83841864416087,0.00132536612454297,"del13-del20",1674498,1675460,"+"
"vnz_31780",1.75142916917731,0.00132939791494205,"del13-del20",7026345,7027190,"+"
"vnz_22235",1.77378417229524,0.00133915102203326,"del13-del20",4853071,4854717,"+"
"vnz_34615",2.81715048248997,0.00134806795788666,"del13-del20",7681593,7682996,"-"
"vnz_18115",1.81481997748102,0.00134806795788666,"del13-del20",4004725,4004961,"+"
"vnz_33690",-1.62203932180302,0.00136802246555636,"del13-del20",7481189,7482277,"+"
"vnz_23555",-1.77073562421709,0.00137334483497582,"del13-del20",5129123,5130751,"+"
"vnz_28000",2.44706361767327,0.00137713344303219,"del13-del20",6147109,6147861,"-"
"vnz_01370",-3.49701299597589,0.00139960976742694,"del13-del20",304200,305420,"-"
"vnz_00165",-1.68738878983991,0.00140313893997555,"del13-del20",37206,37946,"+"
"vnz_23505",-2.71115417633146,0.00140478259083845,"del13-del20",5115302,5116132,"-"
"vnz_27320",2.05642212925603,0.00140582406797574,"del13-del20",6003407,6004096,"-"
"vnz_03680",2.12712084339202,0.00140582406797574,"del13-del20",884757,885203,"-"
"vnz_26090",1.87832561041724,0.00141064007897213,"del13-del20",5700324,5701781,"-"
"vnz_07090",-1.67200799955688,0.00141064007897213,"del13-del20",1622997,1623200,"-"
"vnz_35390",-2.50876451722865,0.00141553644630122,"del13-del20",7886796,7887347,"-"
"vnz_34910",-2.48822732607389,0.00146349350582452,"del13-del20",7764576,7765868,"-"
"vnz_01785",-1.89244800879444,0.00147821748413209,"del13-del20",409032,409466,"-"
"vnz_30305",1.95294508974852,0.00148751608700594,"del13-del20",6684951,6687203,"-"
"vnz_31325",-1.91229151731475,0.00149083960359675,"del13-del20",6932335,6932640,"+"
"vnz_24065",1.86952226864618,0.00149083960359675,"del13-del20",5240889,5241584,"-"
"vnz_33005",-2.15808799651169,0.00149353725265792,"del13-del20",7327158,7327820,"-"
"vnz_20650",2.40872529388485,0.00149435698555679,"del13-del20",4525792,4526817,"+"
"vnz_19535",1.94334537562597,0.00149591518270442,"del13-del20",4294439,4296094,"+"
"vnz_36040",-1.96835386406437,0.00149643467930518,"del13-del20",8039331,8039840,"+"
"vnz_01300",-2.05250059786844,0.00149643467930518,"del13-del20",290230,290649,"-"
"vnz_02825",-2.00198004956088,0.00149643467930518,"del13-del20",681221,681445,"-"
"vnz_27200",-1.63263891994784,0.00150734401746326,"del13-del20",5970783,5972570,"+"
"vnz_26055",3.43381312743311,0.00151438192053377,"del13-del20",5691069,5691653,"+"
"vnz_06055",-2.23885660864751,0.00155615250649209,"del13-del20",1395306,1396817,"-"
"vnz_23775",3.0179551400407,0.00160267786901352,"del13-del20",5170768,5171373,"+"
"vnz_04095",1.77601030352528,0.00161664555147618,"del13-del20",973636,974655,"+"
"vnz_05415",1.77641180343255,0.00161822233400607,"del13-del20",1264850,1265932,"-"
"vnz_04765",-2.19002559777847,0.00164669408580196,"del13-del20",1119062,1121425,"+"
"vnz_13600",1.62644135600228,0.00165963589364692,"del13-del20",3033976,3034941,"-"
"vnz_09005",-2.65144194703728,0.00166486635364689,"del13-del20",2048758,2049375,"-"
"vnz_19500",-2.02401604353549,0.00167496855333454,"del13-del20",4287312,4287920,"+"
"vnz_33065",-2.61894679628149,0.00169822580807787,"del13-del20",7334683,7335753,"+"
"vnz_02820",-2.17281237058848,0.00171342634750925,"del13-del20",680784,681158,"-"
"vnz_26165",2.27732351889145,0.00174806686080365,"del13-del20",5718344,5718694,"+"
"vnz_01175",-2.30147244452475,0.00175160490813231,"del13-del20",260351,260767,"+"
"vnz_27720",2.15100655118772,0.00175238902736304,"del13-del20",6098160,6098984,"-"
"vnz_08270",-2.20408362288717,0.00175449738547894,"del13-del20",1889503,1890441,"+"
"vnz_20490",-2.15459859309811,0.00178950295461502,"del13-del20",4491945,4492169,"-"
"vnz_33645",-2.0696074841228,0.00179402509946721,"del13-del20",7470526,7471188,"-"
"vnz_21605",2.29594206787854,0.00179701983269802,"del13-del20",4724434,4724904,"+"
"vnz_04090",1.64905714185045,0.00179701983269802,"del13-del20",972296,973639,"+"
"vnz_21950",-1.79779662162855,0.00180438425972,"del13-del20",4778835,4779533,"-"
"vnz_26035",1.88149812400406,0.00180550814523237,"del13-del20",5688554,5688727,"+"
"vnz_03510",-2.19409551287292,0.00181639839620721,"del13-del20",843031,843972,"+"
"vnz_10990",-2.33040488075172,0.00182275173676035,"del13-del20",2425795,2426472,"+"
"vnz_00780",2.07870195239497,0.001845498092991,"del13-del20",175399,176277,"+"
"vnz_15890",1.76878582388689,0.00187704341588198,"del13-del20",3540575,3540910,"-"
"vnz_18490",1.85188077538449,0.00187972295112306,"del13-del20",4083386,4085038,"+"
"vnz_26505",1.72844818280316,0.00188285114701221,"del13-del20",5790674,5791180,"+"
"vnz_08265",-2.07019933658334,0.00191033239398815,"del13-del20",1888133,1889506,"+"
"vnz_35685",-2.25437957116619,0.0019154317179364,"del13-del20",7962170,7963072,"-"
"vnz_20330",1.70108854684145,0.00191714637610244,"del13-del20",4456561,4456950,"-"
"vnz_24465",2.54136542604622,0.00191714637610244,"del13-del20",5321025,5321987,"-"
"vnz_19235",-1.55371445428677,0.0019237243625971,"del13-del20",4239245,4239523,"-"
"vnz_30180",-3.58334865738432,0.0019255171624768,"del13-del20",6654817,6655935,"+"
"vnz_22485",-4.15602233406794,0.00192963156322621,"del13-del20",4902687,4903580,"+"
"vnz_14905",1.70134601151277,0.00194463337318096,"del13-del20",3317767,3319335,"+"
"vnz_14115",-3.88487817399781,0.00195374527835987,"del13-del20",3134216,3134614,"+"
"vnz_10445",-2.1085391836447,0.00196877804417739,"del13-del20",2315855,2316052,"+"
"vnz_13335",1.57225197743081,0.00197106534562108,"del13-del20",2963424,2965763,"-"
"vnz_22275",1.72457756968227,0.00198175504693968,"del13-del20",4860448,4861632,"+"
"vnz_22060",2.04677625241333,0.00198333540981492,"del13-del20",4810583,4810876,"-"
"vnz_04955",-2.65345182627764,0.00198335623872439,"del13-del20",1166191,1166418,"+"
"vnz_31000",-2.28478599662691,0.00198335623872439,"del13-del20",6854189,6855607,"+"
"vnz_26490",1.84737804115298,0.00199076802894269,"del13-del20",5788552,5789451,"-"
"vnz_20980",1.62910386408655,0.00200294884204997,"del13-del20",4597372,4599339,"-"
"vnz_12935",-1.65932573050015,0.00203436968995508,"del13-del20",2880061,2881065,"+"
"vnz_26775",-2.62545743723243,0.00203575632798156,"del13-del20",5869813,5870121,"+"
"vnz_22440",1.74416398041549,0.00203798092361131,"del13-del20",4892013,4893149,"+"
"vnz_03045",-1.77025253147376,0.00203812773893169,"del13-del20",739928,741454,"+"
"vnz_35520",-3.5827614989362,0.00205050569871859,"del13-del20",7921756,7921953,"+"
"vnz_31640",1.80093284691279,0.00206545024444521,"del13-del20",6997089,6997823,"-"
"vnz_18105",1.73467415390961,0.00208052876112913,"del13-del20",4003714,4004004,"+"
"vnz_35100",-2.15657912450724,0.00208052876112913,"del13-del20",7813972,7814982,"-"
"vnz_21730",2.17000517297549,0.00208269436383947,"del13-del20",4741765,4741947,"+"
"vnz_24125",1.87007369667319,0.00208630146195652,"del13-del20",5253318,5254940,"-"
"vnz_03035",-1.6968079907558,0.00211380736047213,"del13-del20",738460,739431,"+"
"vnz_12035",1.80544044976674,0.00216660646189104,"del13-del20",2671749,2675096,"+"
"vnz_22480",-3.81533275654597,0.00216660646189104,"del13-del20",4901458,4902675,"+"
"vnz_21440",1.76217654803061,0.00220079735177126,"del13-del20",4692682,4693581,"+"
"vnz_00615",-1.88625422174603,0.00220079735177126,"del13-del20",135822,137021,"+"
"vnz_13380",1.63654260483124,0.00220079735177126,"del13-del20",2974331,2975020,"-"
"vnz_20830",1.81787888656214,0.00222103436178112,"del13-del20",4561861,4563492,"-"
"vnz_22660",2.9268851749485,0.00222103436178112,"del13-del20",4936820,4938472,"-"
"vnz_32265",2.26069336310832,0.00224492669334949,"del13-del20",7150693,7151700,"-"
"vnz_05705",6.3484701224265,0.00228359004541953,"del13-del20",1319699,1321126,"-"
"vnz_23565",-2.27112788516418,0.00229724009462206,"del13-del20",5131749,5132735,"+"
"vnz_11835",1.81272761011172,0.00229973334265601,"del13-del20",2620886,2621518,"-"
"vnz_25175",1.73660658380823,0.00230131222538572,"del13-del20",5481167,5482057,"-"
"vnz_16060",-1.58741790138416,0.0023058060557306,"del13-del20",3572105,3573244,"-"
"vnz_32875",-2.33100539760996,0.00234281481663155,"del13-del20",7290253,7291761,"+"
"vnz_08615",1.76157230301471,0.00237151772910583,"del13-del20",1964718,1966814,"+"
"vnz_19540",1.64599363507099,0.0023721297568516,"del13-del20",4296084,4297061,"-"
"vnz_16070",1.96982771410727,0.00238597675785793,"del13-del20",3574859,3575350,"+"
"vnz_28045",2.88386885762917,0.00239815246808076,"del13-del20",6157356,6157694,"-"
"vnz_25090",-1.78202334204581,0.00239830203221704,"del13-del20",5461092,5462324,"-"
"vnz_02830",-2.13888413105888,0.00240116163540763,"del13-del20",681646,681846,"+"
"vnz_17995",1.62724875668263,0.00240597425614052,"del13-del20",3975324,3976649,"+"
"vnz_19785",2.41323717449618,0.00242598972422897,"del13-del20",4338696,4339028,"-"
"vnz_26860",2.28944817652888,0.00242626496576749,"del13-del20",5886073,5886621,"-"
"vnz_01690",-2.3617167984115,0.00244615465763309,"del13-del20",384868,385707,"+"
"vnz_02680",-2.09143611161049,0.00245070926391338,"del13-del20",642977,644398,"-"
"vnz_14120",-3.10261775310865,0.00245503751002146,"del13-del20",3134681,3135019,"+"
"vnz_10765",1.88526115407392,0.00245586887202867,"del13-del20",2373839,2375503,"-"
"vnz_21395",2.10448596116019,0.00247980899051233,"del13-del20",4684604,4685173,"+"
"vnz_05255",2.38753358246606,0.00247980899051233,"del13-del20",1229110,1232418,"-"
"vnz_13910",-1.57939331971451,0.0026084869466731,"del13-del20",3106891,3107481,"-"
"vnz_10985",-2.20940122940582,0.00261731035989834,"del13-del20",2425349,2425753,"+"
"vnz_35955",-1.73530989540454,0.00262734557188756,"del13-del20",8021856,8023151,"-"
"vnz_29560",3.0195291707102,0.00262734557188756,"del13-del20",6510933,6511727,"+"
"vnz_01920",2.23890480017664,0.00264111178974181,"del13-del20",430855,431349,"+"
"vnz_13645",-2.04275712149199,0.00265006716635557,"del13-del20",3047367,3047630,"-"
"vnz_17745",-2.61258933377212,0.00266635232073307,"del13-del20",3922097,3923761,"-"
"vnz_10965",2.79922818279137,0.00268417168689331,"del13-del20",2420405,2420821,"+"
"vnz_21100",-2.64395390561013,0.0027030212524101,"del13-del20",4624645,4625472,"+"
"vnz_17725",-3.8201121952486,0.00271663751334697,"del13-del20",3918483,3919529,"-"
"vnz_06575",-2.25608604308339,0.00271977155159005,"del13-del20",1509265,1510029,"+"
"vnz_30335",-1.62632991802129,0.00272689486286488,"del13-del20",6695441,6698236,"+"
"vnz_18745",1.65098445748471,0.00273552344650171,"del13-del20",4132310,4133368,"-"
"vnz_28340",1.52596506479458,0.00273552344650171,"del13-del20",6218261,6220879,"+"
"vnz_27525",1.7114752470048,0.00273552344650171,"del13-del20",6052113,6052439,"+"
"vnz_33820",-1.75834089107167,0.00277044242329578,"del13-del20",7505264,7505755,"+"
"vnz_31850",-2.72339374837469,0.00277931591313004,"del13-del20",7042029,7043021,"+"
"vnz_30400",-2.11780478129527,0.0027890078598474,"del13-del20",6709444,6711255,"+"
"vnz_29550",2.51724170931159,0.0027901760772318,"del13-del20",6509331,6510545,"+"
"vnz_12505",3.23620977748249,0.00279911664505095,"del13-del20",2781948,2782925,"-"
"vnz_36140",-1.59385166785721,0.00288856547692266,"del13-del20",8058708,8059145,"-"
"vnz_29780",-1.69961025345588,0.00292490989133782,"del13-del20",6557140,6557595,"+"
"vnz_01375",-2.77889195004683,0.00293433024134209,"del13-del20",305615,306904,"+"
"vnz_06065",-1.86956838542549,0.00294462574633828,"del13-del20",1399020,1399331,"+"
"vnz_28155",1.93625321386964,0.00297998157148382,"del13-del20",6179114,6180457,"-"
"vnz_26510",1.63072805465711,0.00299480711065204,"del13-del20",5791183,5792178,"+"
"vnz_24650",2.04872482029463,0.0030171139102704,"del13-del20",5367227,5367754,"+"
"vnz_08815",1.72160998898513,0.00304614230601455,"del13-del20",2007739,2008788,"-"
"vnz_18970",1.86900723719888,0.00304954151134389,"del13-del20",4176281,4177132,"+"
"vnz_36200",-2.66648148429234,0.0030715520715845,"del13-del20",8071342,8072337,"+"
"vnz_24535",-2.48632374054274,0.00308208757805735,"del13-del20",5338245,5341268,"+"
"vnz_34010",-1.64404170023147,0.00308758850840285,"del13-del20",7546162,7547193,"-"
"vnz_23530",2.00435318415188,0.00309527975339293,"del13-del20",5123594,5124526,"+"
"vnz_33040",-2.64200850137082,0.00310731540346694,"del13-del20",7331804,7332493,"-"
"vnz_12975",2.13909075292651,0.00313953061813075,"del13-del20",2888889,2889209,"-"
"vnz_31430",3.17750482779807,0.00314063266612061,"del13-del20",6953778,6957470,"+"
"vnz_07110",1.87526674381011,0.00318938879640579,"del13-del20",1626185,1626961,"-"
"vnz_34850",-1.597388260235,0.00322479886913191,"del13-del20",7751696,7752430,"-"
"vnz_29850",-1.81992641067372,0.00326842063561244,"del13-del20",6573318,6574613,"+"
"vnz_24205",1.84787681258295,0.0032764178941263,"del13-del20",5269929,5272790,"+"
"vnz_35355",2.22949516231991,0.00331988454511641,"del13-del20",7879108,7880010,"-"
"vnz_14395",-2.33570621490181,0.00333891655102268,"del13-del20",3199881,3200147,"+"
"vnz_26495",1.69881503342369,0.00333891655102268,"del13-del20",5789498,5789914,"-"
"vnz_15455",-1.63574483423047,0.00337796806188838,"del13-del20",3444675,3445280,"-"
"vnz_22375",2.77559250711511,0.00339599724995172,"del13-del20",4880179,4881396,"-"
"vnz_14050",-2.51322783468496,0.00340299504420385,"del13-del20",3124608,3124814,"+"
"vnz_26040",1.74310076992472,0.00340819277372038,"del13-del20",5688748,5689560,"+"
"vnz_15300",1.79435642191977,0.00340819277372038,"del13-del20",3412710,3414002,"+"
"vnz_26790",-1.62710063898006,0.00340895346132125,"del13-del20",5871693,5872817,"+"
"vnz_34150",4.75088016893584,0.00341840312234123,"del13-del20",7579014,7579790,"+"
"vnz_05880",-2.99974403259969,0.00342486104382811,"del13-del20",1357038,1357823,"-"
"vnz_35325",-1.88273719942257,0.00342898777422924,"del13-del20",7870964,7871527,"-"
"vnz_25215",-2.01347353570174,0.00343615834600923,"del13-del20",5493959,5495317,"+"
"vnz_20290",2.11565755193128,0.00346437784878065,"del13-del20",4449049,4450353,"+"
"vnz_22965",-2.87821869043588,0.00346883262617584,"del13-del20",5001915,5002760,"+"
"vnz_35715",-2.29954379045792,0.00348126066748802,"del13-del20",7967180,7967869,"-"
"vnz_04025",1.73521360274427,0.00350890315176861,"del13-del20",961661,962668,"+"
"vnz_11635",1.58525562600552,0.00350890315176861,"del13-del20",2574015,2575454,"-"
"vnz_11120",-1.90372654836792,0.00353484367461089,"del13-del20",2454650,2455156,"+"
"vnz_17285",1.70162988279752,0.00357070991190218,"del13-del20",3819052,3819408,"-"
"vnz_01435",-1.82124628123023,0.0035887367406285,"del13-del20",321875,323722,"+"
"vnz_17510",1.88740278193591,0.00360011393074428,"del13-del20",3865132,3865683,"+"
"vnz_19815",-1.60730630170175,0.00360722546830511,"del13-del20",4346238,4346531,"+"
"vnz_09185",2.91414594076747,0.00365034411849848,"del13-del20",2089743,2090774,"+"
"vnz_13270",1.70882244895929,0.00366245999282596,"del13-del20",2947723,2948160,"-"
"vnz_33755",-2.09969834014005,0.00368922546339166,"del13-del20",7496417,7496863,"+"
"vnz_21805",2.06847496821436,0.00372977709931799,"del13-del20",4753065,4753508,"+"
"vnz_35800",-1.69793647832796,0.0037448183349355,"del13-del20",7989059,7991002,"-"
"vnz_04960",-1.99732469000421,0.00384145387457477,"del13-del20",1166381,1167559,"-"
"vnz_20970",2.10842183493751,0.00384145387457477,"del13-del20",4596530,4596982,"+"
"vnz_00640",-1.80798851968074,0.00384145387457477,"del13-del20",140917,142437,"+"
"vnz_30730",-2.9954063614633,0.00387696422937299,"del13-del20",6782419,6782943,"-"
"vnz_28670",5.35937886852164,0.00389250334247397,"del13-del20",6306461,6307474,"+"
"vnz_22435",1.78621068770138,0.00394079015067571,"del13-del20",4891324,4892013,"+"
"vnz_12490",2.07855599891529,0.00394079015067571,"del13-del20",2775824,2776180,"-"
"vnz_17690",1.92270431226645,0.00395747403806926,"del13-del20",3908832,3911696,"+"
"vnz_09560",-1.97103094643553,0.00397050871297858,"del13-del20",2173356,2174006,"+"
"vnz_26625",1.7020111880732,0.00398900210064327,"del13-del20",5822663,5826631,"-"
"vnz_00970",2.14656390669577,0.00399388716607653,"del13-del20",219153,219836,"-"
"vnz_29345",3.6035198439732,0.00402639798742036,"del13-del20",6460951,6462072,"+"
"vnz_21120",-2.68384165157375,0.00404576692188389,"del13-del20",4629247,4630908,"+"
"vnz_16820",1.99941714628397,0.00407840292005402,"del13-del20",3735902,3736441,"-"
"vnz_36225",-2.31505018277959,0.00408530255101715,"del13-del20",8077724,8079592,"-"
"vnz_19490",-1.68629238301886,0.00411028826433558,"del13-del20",4286328,4286735,"-"
