"gene","add_variable","logFC","FDR","start","end","strand"
"vnz_22130","DbldCcsWT14h",1.16371853451453,0.000476114304734594,4827484,4829040,"-"
"vnz_07170","DbldCvsWT10h",-1.42983805776405,0.00650880403870106,1644612,1644986,"-"
"vnz_07170","DbldCcsWT14h",-1.98390844251281,0.000476828533071331,1644612,1644986,"-"
"vnz_16930","DbldCvsWT10h",0.35223381144356,0.10098401093527,3758506,3759081,"-"
"vnz_16930","DbldCcsWT14h",1.05950713125589,0.000476828533071331,3758506,3759081,"-"
"vnz_23475","DbldCvsWT10h",1.84432340276075,0.00047684508417917,5107586,5108293,"-"
"vnz_23475","DbldCcsWT14h",1.71797242810363,0.000486829568825905,5107586,5108293,"-"
"vnz_06295","DbldCvsWT10h",0.0291788967333397,0.899316590929829,1452621,1453016,"+"
"vnz_06295","DbldCcsWT14h",1.0668318229102,0.000477086108608361,1452621,1453016,"+"
"vnz_07890","DbldCvsWT10h",-0.0197764827365529,0.946174285204714,1801810,1802445,"-"
"vnz_07890","DbldCcsWT14h",1.33528833432754,0.000479161228263951,1801810,1802445,"-"
"vnz_12150","DbldCvsWT10h",0.533355805394894,0.619507550204065,2699063,2701192,"-"
"vnz_12150","DbldCcsWT14h",4.70894803555197,0.000479516158881023,2699063,2701192,"-"
"vnz_05670","DbldCvsWT10h",-0.560188784579487,0.0523745147893106,1313610,1314101,"-"
"vnz_05670","DbldCcsWT14h",-1.38785192182963,0.000479874660501933,1313610,1314101,"-"
"vnz_08910","DbldCvsWT10h",1.09750512526798,0.00278715569091686,2028167,2029672,"+"
"vnz_08910","DbldCcsWT14h",1.43973791070908,0.000479874660501933,2028167,2029672,"+"
"vnz_34815","DbldCvsWT10h",-0.308907185838712,0.158876472636881,7744254,7745120,"+"
"vnz_34815","DbldCcsWT14h",-1.09984583942325,0.000480705858132394,7744254,7745120,"+"
"vnz_24720","DbldCvsWT10h",1.70577951379559,0.000480779194838937,5383756,5384796,"+"
"vnz_24720","DbldCcsWT14h",1.13143528347268,0.00245986326869687,5383756,5384796,"+"
"vnz_09845","DbldCvsWT10h",-1.05004537573676,0.00101045407488886,2228859,2229824,"-"
"vnz_09845","DbldCcsWT14h",-1.20824481235329,0.000481534973787287,2228859,2229824,"-"
"vnz_27620","DbldCvsWT10h",-0.193536669303065,0.509401745942333,6075838,6076971,"+"
"vnz_27620","DbldCcsWT14h",1.36138718880048,0.000481534973787287,6075838,6076971,"+"
"vnz_02880","DbldCvsWT10h",1.115682607366,0.00131016126320379,693964,696357,"+"
"vnz_02880","DbldCcsWT14h",1.18703885529797,0.000481894441158402,693964,696357,"+"
"vnz_17465","DbldCvsWT10h",0.364637644542066,0.171009813489451,3854185,3855174,"+"
"vnz_17465","DbldCcsWT14h",1.38807960571689,0.000481894441158402,3854185,3855174,"+"
"vnz_25380","DbldCvsWT10h",-2.24465897646826,0.000483189405262331,5544465,5546393,"+"
"vnz_25380","DbldCcsWT14h",-1.52999723601349,0.00224638717404433,5544465,5546393,"+"
"vnz_34310","DbldCvsWT10h",-1.34039909539567,0.000483996972408029,7614930,7617017,"+"
"vnz_34310","DbldCcsWT14h",-0.874213866935739,0.00369074960711164,7614930,7617017,"+"
"vnz_29915","DbldCvsWT10h",-0.722112945203888,0.0803973461205746,6597391,6598326,"-"
"vnz_29915","DbldCcsWT14h",-1.99296121674312,0.000484733807784924,6597391,6598326,"-"
"vnz_33360","DbldCvsWT10h",0.718498128612929,0.0217874743967635,7405211,7407391,"-"
"vnz_33360","DbldCcsWT14h",1.31254461250008,0.00048516830956162,7405211,7407391,"-"
"vnz_29090","DbldCvsWT10h",-1.44883568091726,0.00048695883405719,6407833,6408288,"-"
"vnz_29090","DbldCcsWT14h",-1.02188250522708,0.000950711700296701,6407833,6408288,"-"
"vnz_09735","DbldCvsWT10h",0.277041886694753,0.384590074155479,2204541,2205374,"+"
"vnz_09735","DbldCcsWT14h",1.53562286698406,0.000490239493025591,2204541,2205374,"+"
"vnz_19570","DbldCvsWT10h",0.575825844127959,0.0701125965418769,4301537,4302004,"+"
"vnz_19570","DbldCcsWT14h",1.55938156774069,0.000490239493025591,4301537,4302004,"+"
"vnz_22140","DbldCvsWT10h",0.493574316677384,0.0704675676733846,4830940,4831353,"+"
"vnz_22140","DbldCcsWT14h",-1.4287200813383,0.000490450891515025,4830940,4831353,"+"
"vnz_27280","DbldCvsWT10h",-0.270072444988503,0.255417650925671,5993665,5995062,"+"
"vnz_27280","DbldCcsWT14h",-1.20385968985276,0.000491322488235149,5993665,5995062,"+"
"vnz_14650","DbldCvsWT10h",2.7228126675149,0.000491539470738599,3260691,3261104,"+"
"vnz_14650","DbldCcsWT14h",1.16296817495555,0.0631045655965564,3260691,3261104,"+"
"vnz_02830","DbldCvsWT10h",-1.61179422333389,0.00133832259847238,681646,681846,"+"
"vnz_02830","DbldCcsWT14h",-1.80204813075824,0.000492317376269849,681646,681846,"+"
"vnz_04700","DbldCvsWT10h",1.05284571564168,0.00361790834693043,1100539,1101147,"-"
"vnz_04700","DbldCcsWT14h",1.44244950271413,0.000492317376269849,1100539,1101147,"-"
"vnz_08315","DbldCvsWT10h",1.69061786417345,0.000494537757796105,1898043,1898456,"-"
"vnz_08315","DbldCcsWT14h",1.38365350583775,0.000514604555258603,1898043,1898456,"-"
"vnz_01425","DbldCvsWT10h",-0.429322913162281,0.142034500266928,319092,320642,"-"
"vnz_01425","DbldCcsWT14h",-1.49370683115281,0.000495517053765308,319092,320642,"-"
"vnz_24495","DbldCvsWT10h",0.511600235017275,0.0463127122419274,5328413,5329267,"+"
"vnz_24495","DbldCcsWT14h",1.2096285721785,0.000495517053765308,5328413,5329267,"+"
"vnz_25730","DbldCvsWT10h",0.693648543702709,0.0125144600867338,5625335,5626756,"-"
"vnz_25730","DbldCcsWT14h",1.23630258452573,0.000496646648366311,5625335,5626756,"-"
"vnz_26680","DbldCvsWT10h",1.19258739308616,0.000499533868752849,5836910,5838595,"+"
"vnz_26680","DbldCcsWT14h",0.693967570569871,0.00805675929243219,5836910,5838595,"+"
"vnz_15895","DbldCvsWT10h",0.112074840343367,0.676891814189024,3541077,3541622,"-"
"vnz_15895","DbldCcsWT14h",1.32477235182506,0.00050188592831225,3541077,3541622,"-"
"vnz_03690","DbldCvsWT10h",-0.112389973621983,0.650603456299369,885861,887192,"-"
"vnz_03690","DbldCcsWT14h",1.29497388602695,0.000503597512758635,885861,887192,"-"
"vnz_12530","DbldCvsWT10h",1.40984203363227,0.000504452260967031,2788417,2789574,"+"
"vnz_12530","DbldCcsWT14h",-0.0393438443051645,0.885806128760679,2788417,2789574,"+"
"vnz_17115","DbldCvsWT10h",0.598705238976669,0.0910204582970596,3789428,3789811,"-"
"vnz_17115","DbldCcsWT14h",1.59019522331741,0.000505328931037691,3789428,3789811,"-"
"vnz_14940","DbldCvsWT10h",0.133928337050021,0.718028765851141,3324307,3324966,"-"
"vnz_14940","DbldCcsWT14h",1.80642585401989,0.000505759652447438,3324307,3324966,"-"
"vnz_30370","DbldCvsWT10h",-2.3123339132004,0.000505848225152669,6703106,6704023,"+"
"vnz_30370","DbldCcsWT14h",-1.5714882587336,0.00617428915855341,6703106,6704023,"+"
"vnz_01045","DbldCvsWT10h",-0.813584114334261,0.0604545625439289,234363,235139,"-"
"vnz_01045","DbldCcsWT14h",-1.80387168935388,0.000505968647784605,234363,235139,"-"
"vnz_01675","DbldCvsWT10h",0.416356744069108,0.115643045179441,380826,381455,"+"
"vnz_01675","DbldCcsWT14h",1.15866311403432,0.000506320864630372,380826,381455,"+"
"vnz_34415","DbldCvsWT10h",1.4114244520451,0.000509045634528461,7637490,7638617,"+"
"vnz_34415","DbldCcsWT14h",-0.122502671826858,0.628672915759374,7637490,7638617,"+"
"vnz_34000","DbldCvsWT10h",1.62427194935429,0.000511052333158,7544245,7545219,"+"
"vnz_34000","DbldCcsWT14h",0.0942954645796413,0.756490752015957,7544245,7545219,"+"
"vnz_28635","DbldCvsWT10h",-2.87923554878094,0.00108691687445325,6290776,6291333,"+"
"vnz_28635","DbldCcsWT14h",-3.37326642209069,0.000512214667997648,6290776,6291333,"+"
"vnz_06165","DbldCvsWT10h",0.263318084289598,0.212631405186746,1425971,1426660,"-"
"vnz_06165","DbldCcsWT14h",1.0589347513991,0.000512630369194775,1425971,1426660,"-"
"vnz_06775","DbldCvsWT10h",2.08340234497408,0.00051445809621135,1556041,1556685,"+"
"vnz_06775","DbldCcsWT14h",1.00278782211837,0.00594232132754822,1556041,1556685,"+"
"vnz_07685","DbldCvsWT10h",1.35507112727296,0.00051445809621135,1751870,1753402,"+"
"vnz_07685","DbldCcsWT14h",0.465315561163394,0.0730106159025957,1751870,1753402,"+"
"vnz_30515","DbldCvsWT10h",-1.43200260790499,0.000518405430297136,6733246,6734007,"+"
"vnz_30515","DbldCcsWT14h",-1.20375764729686,0.000937394160158887,6733246,6734007,"+"
"vnz_16235","DbldCvsWT10h",1.12626441303523,0.00185689879389071,3609316,3610038,"+"
"vnz_16235","DbldCcsWT14h",1.31465969984102,0.000518875443278663,3609316,3610038,"+"
"vnz_02530","DbldCvsWT10h",2.1027843967473,0.00051911286683165,601918,602505,"-"
"vnz_02530","DbldCcsWT14h",1.36565402858648,0.00268060164840092,601918,602505,"-"
"vnz_24590","DbldCvsWT10h",-0.901265055625949,0.0126785203116018,5353448,5354101,"-"
"vnz_24590","DbldCcsWT14h",-1.57655990574952,0.000522800093436909,5353448,5354101,"-"
"vnz_05360","DbldCvsWT10h",-0.990670890053409,0.000897461519996728,1251104,1251541,"-"
"vnz_05360","DbldCcsWT14h",-1.04062498731686,0.000523794546619383,1251104,1251541,"-"
"vnz_13940","DbldCvsWT10h",-1.13671337280504,0.000523934575332045,3113453,3113683,"+"
"vnz_13940","DbldCcsWT14h",0.0980821901032873,0.639684765431605,3113453,3113683,"+"
"vnz_26505","DbldCvsWT10h",0.594575632564169,0.0119839408303678,5790674,5791180,"+"
"vnz_26505","DbldCcsWT14h",1.00975982502545,0.000525577135196411,5790674,5791180,"+"
"vnz_31445","DbldCvsWT10h",0.0396981342023759,0.942080326899242,6959679,6960569,"+"
"vnz_31445","DbldCcsWT14h",-1.94785576328354,0.000525825937452549,6959679,6960569,"+"
"vnz_11985","DbldCvsWT10h",-1.33407672116211,0.000526376489876317,2659308,2660735,"+"
"vnz_11985","DbldCcsWT14h",-1.01015782472934,0.00218698525560239,2659308,2660735,"+"
"vnz_22020","DbldCvsWT10h",0.685281070093353,0.00798318182736476,4793719,4794843,"+"
"vnz_22020","DbldCcsWT14h",1.0747297974288,0.000526674982317244,4793719,4794843,"+"
"vnz_26825","DbldCvsWT10h",0.591504848926477,0.0575016906238211,5879159,5880727,"+"
"vnz_26825","DbldCcsWT14h",1.45988911232986,0.000526878986937051,5879159,5880727,"+"
"vnz_29345","DbldCvsWT10h",1.07037834031531,0.000527021025262281,6460951,6462072,"+"
"vnz_29345","DbldCcsWT14h",0.823127537996832,0.00180515635893565,6460951,6462072,"+"
"vnz_11050","DbldCvsWT10h",0.51703394865042,0.0205374303774025,2437021,2438913,"-"
"vnz_11050","DbldCcsWT14h",0.986115290302827,0.000528308764933308,2437021,2438913,"-"
"vnz_04360","DbldCvsWT10h",-1.10832742456535,0.00197585797625568,1030883,1032460,"-"
"vnz_04360","DbldCcsWT14h",-1.33654623442752,0.000528395704168605,1030883,1032460,"-"
"vnz_00635","DbldCvsWT10h",-1.50171137219471,0.000532756547053781,140069,140506,"+"
"vnz_00635","DbldCcsWT14h",-0.634943018799429,0.0323987453804608,140069,140506,"+"
"vnz_28160","DbldCvsWT10h",-1.95991007732228,0.000532756547053781,6180523,6181287,"-"
"vnz_28160","DbldCcsWT14h",-1.49939682158397,0.00154463991146207,6180523,6181287,"-"
"vnz_30140","DbldCvsWT10h",1.08472157045091,0.000534098166858362,6647084,6647728,"-"
"vnz_30140","DbldCcsWT14h",0.858368691791808,0.00166103019309795,6647084,6647728,"-"
"vnz_06600","DbldCvsWT10h",1.10067225340103,0.00189005848439998,1513086,1513595,"-"
"vnz_06600","DbldCcsWT14h",1.3446175515743,0.000535542055093531,1513086,1513595,"-"
"vnz_20985","DbldCvsWT10h",-0.53214945866935,0.0465448053765457,4599496,4600119,"-"
"vnz_20985","DbldCcsWT14h",-1.32298694121733,0.000539084974022616,4599496,4600119,"-"
"vnz_23465","DbldCvsWT10h",0.949941950949001,0.00370456426309241,5104404,5104826,"+"
"vnz_23465","DbldCcsWT14h",1.24352726593386,0.000539084974022616,5104404,5104826,"+"
"vnz_13740","DbldCvsWT10h",-1.321796437479,0.000540228067714862,3071104,3071601,"-"
"vnz_13740","DbldCcsWT14h",1.10775962333503,0.00108325180867248,3071104,3071601,"-"
"vnz_29470","DbldCvsWT10h",-1.69213091937217,0.000890253105521231,6493492,6494058,"-"
"vnz_29470","DbldCcsWT14h",1.78774058366246,0.000541106521482269,6493492,6494058,"-"
"vnz_11820","DbldCvsWT10h",1.83093801103329,0.000541289784475963,2617029,2618414,"+"
"vnz_11820","DbldCcsWT14h",1.40635861071332,0.00182639129109069,2617029,2618414,"+"
"vnz_08480","DbldCvsWT10h",1.17142434523311,0.000541700459465334,1932419,1933042,"-"
"vnz_08480","DbldCcsWT14h",1.0414238537954,0.000843969963636321,1932419,1933042,"-"
"vnz_05510","DbldCvsWT10h",-1.22833433122606,0.0396436467345485,1286012,1286578,"-"
"vnz_05510","DbldCcsWT14h",-2.5800612474572,0.000542899780595201,1286012,1286578,"-"
"vnz_06300","DbldCvsWT10h",0.494795342777464,0.0785004261798378,1453013,1453330,"+"
"vnz_06300","DbldCcsWT14h",1.33672672210777,0.000543506121557957,1453013,1453330,"+"
"vnz_07295","DbldCvsWT10h",0.719042480786179,0.0103218766150864,1666396,1667994,"-"
"vnz_07295","DbldCcsWT14h",1.18725365227432,0.000544092669664111,1666396,1667994,"-"
"vnz_18370","DbldCvsWT10h",0.438421365984712,0.119180829124331,4060627,4061106,"-"
"vnz_18370","DbldCcsWT14h",1.35137176921854,0.000544509516512995,4060627,4061106,"-"
"vnz_23550","DbldCvsWT10h",-0.935575165787132,0.0311761684446457,5127883,5129025,"+"
"vnz_23550","DbldCcsWT14h",1.90744259976966,0.000544930715101968,5127883,5129025,"+"
"vnz_11280","DbldCvsWT10h",0.689993972156147,0.0692799934739751,2489984,2491780,"+"
"vnz_11280","DbldCcsWT14h",1.81270493582919,0.000545751831910694,2489984,2491780,"+"
"vnz_04885","DbldCvsWT10h",2.681748562298,0.000547335172964722,1151338,1151532,"+"
"vnz_04885","DbldCcsWT14h",0.214667618737424,0.648052241927319,1151338,1151532,"+"
"vnz_18935","DbldCvsWT10h",-1.71008350942678,0.000547335172964722,4168011,4169102,"-"
"vnz_18935","DbldCcsWT14h",0.351937458149993,0.260513224147142,4168011,4169102,"-"
"vnz_27125","DbldCvsWT10h",0.224066930626757,0.484561901542049,5951746,5954640,"+"
"vnz_27125","DbldCcsWT14h",1.59398001195978,0.000551916337806104,5951746,5954640,"+"
"vnz_11285","DbldCvsWT10h",-2.2367260051683,0.000552431246187481,2491860,2493230,"+"
"vnz_11285","DbldCcsWT14h",-1.19096770851085,0.0135219025512372,2491860,2493230,"+"
"vnz_12090","DbldCvsWT10h",-1.49561348760434,0.000553837559089058,2686467,2687042,"+"
"vnz_12090","DbldCcsWT14h",-0.540773356928964,0.0650241132129342,2686467,2687042,"+"
"vnz_28050","DbldCvsWT10h",0.0233468520073174,0.945010076434111,6157691,6158944,"-"
"vnz_28050","DbldCcsWT14h",-1.48775935361311,0.000554232416849263,6157691,6158944,"-"
"vnz_10095","DbldCvsWT10h",-1.31709792865473,0.000554852531894641,2277553,2278149,"-"
"vnz_10095","DbldCcsWT14h",0.12682947802434,0.614641407881456,2277553,2278149,"-"
"vnz_36515","DbldCvsWT10h",2.13393639196375,0.000648959066997337,8165787,8166365,"+"
"vnz_36515","DbldCcsWT14h",1.96305988044058,0.000556590817398113,8165787,8166365,"+"
"vnz_36310","DbldCvsWT10h",-0.701242016959395,0.139986399674767,8105330,8106097,"+"
"vnz_36310","DbldCcsWT14h",-2.38581221635677,0.000557031104253421,8105330,8106097,"+"
"vnz_12240","DbldCvsWT10h",-1.14759431192935,0.000557999979802079,2715654,2715818,"-"
"vnz_12240","DbldCcsWT14h",-0.0326389335679093,0.885346909679047,2715654,2715818,"-"
"vnz_06520","DbldCvsWT10h",0.0332359435177823,0.914671295938629,1498160,1498909,"+"
"vnz_06520","DbldCcsWT14h",1.36760220989865,0.000558715437701652,1498160,1498909,"+"
"vnz_33300","DbldCvsWT10h",0.550434911114267,0.359566434222393,7391379,7392095,"+"
"vnz_33300","DbldCcsWT14h",2.57501906002831,0.000560245649964854,7391379,7392095,"+"
"vnz_06100","DbldCvsWT10h",-1.13218505643728,0.000561917348170645,1405752,1407341,"-"
"vnz_06100","DbldCcsWT14h",-0.587033847780136,0.0183831996996157,1405752,1407341,"-"
"vnz_05280","DbldCvsWT10h",-0.317024274473457,0.136610934395108,1236486,1237052,"-"
"vnz_05280","DbldCcsWT14h",1.03073032330464,0.000562340269981932,1236486,1237052,"-"
"vnz_26415","DbldCvsWT10h",-0.331640551831082,0.17177401445976,5768688,5771159,"+"
"vnz_26415","DbldCcsWT14h",-1.19448407997404,0.000562340269981932,5768688,5771159,"+"
"vnz_08700","DbldCvsWT10h",0.376850578995103,0.155978595201354,1981559,1981798,"-"
"vnz_08700","DbldCcsWT14h",1.30214233098785,0.000563124277069428,1981559,1981798,"-"
"vnz_11665","DbldCvsWT10h",0.238563204336278,0.31433017425433,2582244,2584175,"-"
"vnz_11665","DbldCcsWT14h",1.17625506544679,0.000563124277069428,2582244,2584175,"-"
"vnz_13790","DbldCvsWT10h",1.32412742043125,0.00166769461403231,3081660,3082079,"-"
"vnz_13790","DbldCcsWT14h",1.56456166155096,0.000563124277069428,3081660,3082079,"-"
"vnz_18815","DbldCvsWT10h",0.419462383973846,0.0524710914775603,4143823,4145982,"+"
"vnz_18815","DbldCcsWT14h",1.00239507986438,0.000563124277069428,4143823,4145982,"+"
"vnz_23905","DbldCvsWT10h",0.747577369448195,0.00331094170178526,5205245,5208700,"+"
"vnz_23905","DbldCcsWT14h",0.961675271838391,0.000563124277069428,5205245,5208700,"+"
"vnz_09825","DbldCvsWT10h",-1.63354393865661,0.000563187223393711,2223156,2224601,"-"
"vnz_09825","DbldCcsWT14h",-0.759722883055697,0.0234310754444629,2223156,2224601,"-"
"vnz_06440","DbldCvsWT10h",-0.0734713192005306,0.818768837033904,1478656,1479462,"+"
"vnz_06440","DbldCcsWT14h",1.4115896176823,0.000564476562660572,1478656,1479462,"+"
"vnz_32180","DbldCvsWT10h",0.646208833957872,0.0156002485496887,7123504,7123755,"-"
"vnz_32180","DbldCcsWT14h",1.1266430403098,0.000564476562660572,7123504,7123755,"-"
"vnz_05455","DbldCvsWT10h",0.407388030607555,0.148601644136037,1272376,1273290,"-"
"vnz_05455","DbldCcsWT14h",1.4089627642545,0.000569189041368567,1272376,1273290,"-"
"vnz_19900","DbldCvsWT10h",0.799280132226615,0.00346989447509529,4364089,4364628,"-"
"vnz_19900","DbldCcsWT14h",1.04815828837201,0.000569189041368567,4364089,4364628,"-"
"vnz_08715","DbldCvsWT10h",1.35219443065511,0.000570017751203317,1986524,1988395,"+"
"vnz_08715","DbldCcsWT14h",-0.457357060023018,0.0759698513872709,1986524,1988395,"+"
"vnz_29330","DbldCvsWT10h",2.01585188304962,0.000803850452636541,6457225,6459573,"-"
"vnz_29330","DbldCcsWT14h",1.85627915234094,0.000570073228276314,6457225,6459573,"-"
"vnz_23775","DbldCvsWT10h",1.59921038020859,0.00284807695732156,5170768,5171373,"+"
"vnz_23775","DbldCcsWT14h",1.97250019464136,0.000573120590457206,5170768,5171373,"+"
"vnz_26600","DbldCvsWT10h",-0.624512153896506,0.061667496785248,5818496,5820043,"+"
"vnz_26600","DbldCcsWT14h",-1.66363721805184,0.000573120590457206,5818496,5820043,"+"
"vnz_34855","DbldCvsWT10h",0.782302601243533,0.00378242723916931,7752654,7753136,"-"
"vnz_34855","DbldCcsWT14h",1.04818810622726,0.000573120590457206,7752654,7753136,"-"
"vnz_12245","DbldCvsWT10h",0.300947203295068,0.239162807019509,2715823,2716524,"-"
"vnz_12245","DbldCcsWT14h",1.2727327648618,0.000575062854869699,2715823,2716524,"-"
"vnz_28280","DbldCvsWT10h",-1.01506937397395,0.000577396620141545,6202467,6203387,"+"
"vnz_28280","DbldCcsWT14h",-0.0134511433774258,0.948273384134686,6202467,6203387,"+"
"vnz_35810","DbldCvsWT10h",0.0676864658842252,0.809082386226039,7993641,7994249,"-"
"vnz_35810","DbldCcsWT14h",1.30264543888341,0.000579349669357825,7993641,7994249,"-"
"vnz_01090","DbldCvsWT10h",-0.322298376127463,0.570964622888811,243599,244585,"-"
"vnz_01090","DbldCcsWT14h",-2.38994597177435,0.000579769495696562,243599,244585,"-"
"vnz_36250","DbldCvsWT10h",-0.264461119089199,0.578313852957198,8090677,8091636,"+"
"vnz_36250","DbldCcsWT14h",-1.90405105679997,0.000579769495696562,8090677,8091636,"+"
"vnz_18925","DbldCvsWT10h",-1.42780664657764,0.000580147927713446,4166180,4167259,"+"
"vnz_18925","DbldCcsWT14h",-0.0691144504608548,0.798313740044964,4166180,4167259,"+"
"vnz_17055","DbldCvsWT10h",2.11177846717785,0.000580292755737203,3779429,3779632,"+"
"vnz_17055","DbldCcsWT14h",0.57676363116107,0.137350986372577,3779429,3779632,"+"
"vnz_17735","DbldCvsWT10h",1.11180828877929,0.000580292755737203,3920978,3921469,"+"
"vnz_17735","DbldCcsWT14h",0.00962900320034989,0.96636414579538,3920978,3921469,"+"
"vnz_04660","DbldCvsWT10h",0.806741207945534,0.00683007051483457,1092453,1093088,"-"
"vnz_04660","DbldCcsWT14h",1.20801174554786,0.000583319219402739,1092453,1093088,"-"
"vnz_10055","DbldCvsWT10h",-1.40667304458066,0.000584021974459114,2271342,2272343,"+"
"vnz_10055","DbldCcsWT14h",-0.884748083053668,0.00895665017449132,2271342,2272343,"+"
"vnz_18090","DbldCvsWT10h",0.463677233661671,0.0398053158757433,4000763,4001794,"-"
"vnz_18090","DbldCcsWT14h",1.02571029510283,0.000584164843978198,4000763,4001794,"-"
"vnz_36110","DbldCvsWT10h",0.311732557257163,0.341884286687266,8051825,8053849,"-"
"vnz_36110","DbldCcsWT14h",1.62264318002584,0.000586502132233341,8051825,8053849,"-"
"vnz_05045","DbldCvsWT10h",1.93773064243887,0.000590802140495986,1183665,1184273,"-"
"vnz_05045","DbldCcsWT14h",0.153452685417915,0.672585458613457,1183665,1184273,"-"
"vnz_14500","DbldCvsWT10h",-1.1015497722249,0.000590802140495986,3223832,3224425,"+"
"vnz_14500","DbldCcsWT14h",0.223363130812763,0.281022602311963,3223832,3224425,"+"
"vnz_14800","DbldCvsWT10h",0.979380578213728,0.000592799793061879,3291578,3292381,"-"
"vnz_14800","DbldCcsWT14h",0.158622097477738,0.386721583472268,3291578,3292381,"-"
"vnz_19865","DbldCvsWT10h",0.998280507849142,0.00319959780585431,4357114,4357788,"+"
"vnz_19865","DbldCcsWT14h",1.25894409684941,0.00059360178019596,4357114,4357788,"+"
"vnz_05390","DbldCvsWT10h",-0.618391593573507,0.0372787797477486,1258401,1259108,"-"
"vnz_05390","DbldCcsWT14h",1.35206504926085,0.000594358287763979,1258401,1259108,"-"
"vnz_10395","DbldCvsWT10h",-0.792772756590486,0.0263016595546475,2309657,2310247,"+"
"vnz_10395","DbldCcsWT14h",-1.57949255574795,0.000596366308882759,2309657,2310247,"+"
"vnz_24595","DbldCvsWT10h",-1.31714249311489,0.004268993013359,5354232,5356643,"+"
"vnz_24595","DbldCcsWT14h",1.84541186024476,0.000596913257338625,5354232,5356643,"+"
"vnz_31865","DbldCvsWT10h",-0.464421239241169,0.0630504889363385,7044997,7045728,"-"
"vnz_31865","DbldCcsWT14h",1.15612508144112,0.000597701729797684,7044997,7045728,"-"
"vnz_08450","DbldCvsWT10h",-1.70433971602042,0.000597951352552804,1925696,1927345,"+"
"vnz_08450","DbldCcsWT14h",-1.46544195697338,0.00124863678352579,1925696,1927345,"+"
"vnz_28750","DbldCvsWT10h",0.27932214278458,0.322667361127012,6328192,6329103,"-"
"vnz_28750","DbldCcsWT14h",-1.40480905962854,0.00059900134782281,6328192,6329103,"-"
"vnz_27160","DbldCvsWT10h",-1.01163442341809,0.00181005709783045,5960497,5961114,"+"
"vnz_27160","DbldCcsWT14h",1.2123049212004,0.000600774989130693,5960497,5961114,"+"
"vnz_22315","DbldCvsWT10h",1.64529894678753,0.000601891413532354,4868602,4869357,"-"
"vnz_22315","DbldCcsWT14h",0.958186544432183,0.00768801563242111,4868602,4869357,"-"
"vnz_29405","DbldCvsWT10h",0.270094614727494,0.201961937776274,6476952,6477647,"+"
"vnz_29405","DbldCcsWT14h",1.05691501359894,0.000605356597478861,6476952,6477647,"+"
"vnz_28605","DbldCvsWT10h",1.20428600097513,0.000607200991653272,6280429,6281916,"+"
"vnz_28605","DbldCcsWT14h",0.812174416034628,0.00460109531500714,6280429,6281916,"+"
"vnz_18180","DbldCvsWT10h",0.351848632717076,0.141832803798681,4017370,4017861,"-"
"vnz_18180","DbldCcsWT14h",1.15540908408507,0.000607275867680244,4017370,4017861,"-"
"vnz_11940","DbldCvsWT10h",-1.08666072320804,0.000607803467560467,2646817,2650020,"+"
"vnz_11940","DbldCcsWT14h",-0.319404675995405,0.127480096156459,2646817,2650020,"+"
"vnz_13335","DbldCvsWT10h",-0.259288300467322,0.217660780721199,2963424,2965763,"-"
"vnz_13335","DbldCcsWT14h",-1.02195605304008,0.000607810030237344,2963424,2965763,"-"
"vnz_17665","DbldCvsWT10h",-0.879567726393149,0.00146379412503296,3902688,3904307,"-"
"vnz_17665","DbldCcsWT14h",-0.982123471625827,0.000608244344464278,3902688,3904307,"-"
"vnz_36155","DbldCvsWT10h",0.793740801936267,0.00337066318649424,8061097,8061630,"+"
"vnz_36155","DbldCcsWT14h",1.02919608919929,0.000609932769258627,8061097,8061630,"+"
"vnz_02095","DbldCvsWT10h",5.83739751134186,0.00534553132013456,472655,473404,"+"
"vnz_02095","DbldCcsWT14h",2.47446794191184,0.000611139125259794,472655,473404,"+"
"vnz_01560","DbldCvsWT10h",0.21167956474446,0.46692881852621,355216,356199,"+"
"vnz_01560","DbldCcsWT14h",1.32541892946711,0.000612624335117267,355216,356199,"+"
"vnz_03130","DbldCvsWT10h",-0.676460725299403,0.0197775474833135,770816,772273,"-"
"vnz_03130","DbldCcsWT14h",-1.22501910989594,0.000612624335117267,770816,772273,"-"
"vnz_09440","DbldCvsWT10h",0.150688790621234,0.470913211849796,2147671,2149032,"-"
"vnz_09440","DbldCcsWT14h",1.01130720451782,0.000612624335117267,2147671,2149032,"-"
"vnz_24445","DbldCvsWT10h",0.817106158548859,0.00296550426299723,5317718,5318347,"-"
"vnz_24445","DbldCcsWT14h",1.02382300169799,0.000612624335117267,5317718,5318347,"-"
"vnz_30205","DbldCvsWT10h",0.285413552107973,0.297530296610515,6659330,6659554,"-"
"vnz_30205","DbldCcsWT14h",-1.32477890012725,0.000612624335117267,6659330,6659554,"-"
"vnz_36460","DbldCvsWT10h",1.22973379815785,0.000613190174850208,8152813,8153580,"+"
"vnz_36460","DbldCcsWT14h",0.492477276326646,0.0453410765829234,8152813,8153580,"+"
"vnz_26960","DbldCvsWT10h",0.912678465285049,0.00325400622651663,5909628,5910242,"+"
"vnz_26960","DbldCcsWT14h",1.19593259081966,0.000613782060096722,5909628,5910242,"+"
"vnz_02300","DbldCvsWT10h",-1.15290649090748,0.000614086140443256,522212,522907,"+"
